db95,180000.0,6.1483333333333336E7
app95,180000.0,8.885555555555555E7
app77,180000.0,2.859694444444444E8
web77,180000.0,2.859694444444444E8
db11,180000.0,4.409833333333333E8
proxy11,180000.0,1.1823402176526667E8
app11,180000.0,5.592173550986E8
db63,180000.0,4.757910914701667E7
app100,180000.0,4.4233333333333336E7
web100,180000.0,4.4233333333333336E7
db3,180000.0,4.853888888888889E8
app3,180000.0,9.425462962962945E8
web3,180000.0,4.5715740740740556E8
db64,180000.0,2.136111111111111E8
app64,180000.0,4.272222222222222E8
web64,180000.0,2.136111111111111E8
firewall91,180000.0,0.0
web95,180000.0,2.7372222222222224E7
firewall101,180000.0,0.0
db91,180000.0,2.4129365079366665E7
proxy91,180000.0,1.682160493826667E7
db86,180000.0,1.0213333333333333E8
app91,180000.0,4.0950970017633334E7
app107,180000.0,1.1027777777777778E7
web107,180000.0,1.1027777777777778E7
firewall68,180000.0,0.0
app82,180000.0,5.209880952381111E7
app99,180000.0,6618253.96825
proxy63,180000.0,4.757910914701667E7
app86,180000.0,1.2598549382715556E8
app63,180000.0,2.1840596099886668E8
web86,180000.0,2.385216049382222E7
web63,180000.0,2.1840596099886668E8
app97,180000.0,8.623333333333333E7
web97,180000.0,8.623333333333333E7
web11,180000.0,2.3646804353053334E8
web91,180000.0,3.364320987653334E7
db88,180000.0,2.2572001763666667E7
firewall33,180000.0,0.0
db33,180000.0,7.533599266473334E7
proxy33,180000.0,3.039925925925889E8
app88,180000.0,6.231681657848889E7
db90,180000.0,8.12861111111111E7
proxy90,180000.0,0.0
app90,180000.0,1.625722222222222E8
web90,180000.0,1.625722222222222E8
db104,180000.0,1.1313888888888888E7
app104,180000.0,1.5839444444444444E7
app33,180000.0,3.7932858525732225E8
web33,180000.0,5.80775E8
web99,180000.0,6618253.96825
web104,180000.0,4525555.555555556
web88,180000.0,3.974481481482222E7
db101,180000.0,1.7080555555555556E7
proxy101,180000.0,1.7080555555555556E7
app101,180000.0,3.416111111111111E7
web101,180000.0,3.416111111111111E7
firewall102,180000.0,0.0
db102,180000.0,6937592.592594445
web82,180000.0,5.209880952381111E7
db98,180000.0,3.1863888888888888E7
proxy98,180000.0,1.67925E7
proxy102,180000.0,1.6766666666666666E7
app102,180000.0,2.3704259259261113E7
firewall105,180000.0,0.0
web102,180000.0,3.3533333333333332E7
db103,180000.0,1.4616666666666666E7
app103,180000.0,2.9233333333333332E7
web103,180000.0,1.4616666666666666E7
app98,180000.0,4.865638888888889E7
web98,180000.0,3.3585E7
db105,180000.0,9361111.111111112
proxy105,180000.0,9361111.111111112
app108,180000.0,8905555.555555556
web108,180000.0,8905555.555555556
app109,180000.0,420000.0
app105,180000.0,1.8722222222222224E7
web105,180000.0,1.8722222222222224E7
db106,180000.0,2867222.222222222
proxy106,180000.0,2867222.222222222
app106,180000.0,8811666.666666666
web106,180000.0,8811666.666666666
web109,180000.0,420000.0
db110,180000.0,0.0
db68,180000.0,2.022E8
proxy68,180000.0,2.022E8
app68,180000.0,4.044E8
web68,180000.0,4.044E8
proxy110,180000.0,0.0
app110,180000.0,0.0
web110,180000.0,0.0
db11,360000.0,5.0E8
proxy11,360000.0,1.5216368386242777E8
app11,360000.0,6.521636838624278E8
firewall121,360000.0,0.0
firewall68,360000.0,0.0
db121,360000.0,1.2523979938271667E8
proxy121,360000.0,1.2523979938271667E8
app121,360000.0,2.5047959876543334E8
web11,360000.0,3.0432736772485554E8
web121,360000.0,2.5047959876543334E8
firewall126,360000.0,0.0
db126,360000.0,4.014472222222222E8
proxy126,360000.0,4.014472222222222E8
app126,360000.0,8.028944444444444E8
app108,360000.0,1.0E9
web108,360000.0,1.0E9
web126,360000.0,8.028944444444444E8
db68,360000.0,5.0E8
proxy68,360000.0,5.0E8
app68,360000.0,1.0E9
web68,360000.0,1.0E9
app132,360000.0,7.489333333333334E8
web132,360000.0,7.489333333333334E8
app108,540000.0,1.0E9
web108,540000.0,1.0E9
app108,1000000.1,2.555556111111111E9
web108,1000000.1,2.555556111111111E9
app108,1180000.1,9.910938888888888E8
web108,1180000.1,9.910938888888888E8
app108,1360000.1,0.0
web108,1360000.1,0.0
app108,1.7542281E7,0.0
web108,1.7542281E7,0.0
